,Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date,Location
8424,040132,LEVI HOSPITAL,300 PROSPECT AVE,HOT SPRINGS,AR,71901,GARLAND,(501) 624-1281,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CIUPPER,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-93.056649 34.509945)
8425,040007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,PULASKI,(501) 552-3000,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CILOWER,Better than the National Benchmark,0.152,,07/01/2018,06/30/2019,
8426,041324,CHI ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,MORRILTON,AR,72110,CONWAY,(501) 977-2300,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-92.721702 35.16997)
8427,050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,(626) 289-5454,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Not Available,0,,07/01/2018,06/30/2019,POINT (-118.105572 34.102461)
8428,050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,(530) 749-4300,Clostridium Difficile (C.Diff),HAI_6_SIR,No Different than National Benchmark,0.657,,07/01/2018,06/30/2019,POINT (-121.593622 39.138832)
8429,030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,(928) 336-7600,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Better than the National Benchmark,86045,,07/01/2018,06/30/2019,POINT (-114.633238 32.683899)
8430,010144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,(251) 344-9630,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CIUPPER,No Different than National Benchmark,2.801,,07/01/2018,06/30/2019,POINT (-88.131719 30.685946)
8431,010131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,MADISON,(256) 882-3100,SSI - Colon Surgery,HAI_3_SIR,No Different than National Benchmark,0.741,,07/01/2018,06/30/2019,
8432,040016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,PULASKI,(501) 686-5000,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CIUPPER,No Different than National Benchmark,2.372,,07/01/2018,06/30/2019,POINT (-92.320998 34.751583)
8433,041308,MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,MCGEHEE,AR,71654,DESHA,(870) 222-5600,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-91.393066 33.618285)
8434,050042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,(530) 529-8012,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-122.218303 40.148834)
8435,050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-115.552723 32.959947)
8436,010056,ST VINCENT'S BIRMINGHAM,810 ST VINCENT'S DRIVE,BIRMINGHAM,AL,35205,JEFFERSON,(205) 939-7000,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Better than the National Benchmark,3,,07/01/2018,06/30/2019,POINT (-86.788755 33.508015)
8437,050128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,(760) 724-8411,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,No Different than National Benchmark,5532,,07/01/2018,06/30/2019,POINT (-117.290918 33.183783)
8438,010056,ST VINCENT'S BIRMINGHAM,810 ST VINCENT'S DRIVE,BIRMINGHAM,AL,35205,JEFFERSON,(205) 939-7000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CILOWER,Better than the National Benchmark,0.235,,07/01/2018,06/30/2019,POINT (-86.788755 33.508015)
8439,031300,WICKENBURG COMMUNITY HOSPITAL,520 ROSE LANE,WICKENBURG,AZ,85390,MARICOPA,(928) 684-5421,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CIUPPER,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-112.738825 33.978056)
8440,010023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,(334) 288-2100,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CIUPPER,No Different than National Benchmark,3.188,,07/01/2018,06/30/2019,POINT (-86.276764 32.327144)
8441,050641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,(323) 268-5514,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,876,,07/01/2018,06/30/2019,POINT (-118.184285 34.02393)
8442,050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,(323) 783-4011,SSI - Abdominal Hysterectomy,HAI_4_SIR,No Different than National Benchmark,0.792,,07/01/2018,06/30/2019,POINT (-118.294825 34.098141)
8443,050167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,(209) 468-6000,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CILOWER,Better than the National Benchmark,0.072,,07/01/2018,06/30/2019,POINT (-121.282061 37.886492)
8444,010052,LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN ROAD,DADEVILLE,AL,36853,TALLAPOOSA,(256) 825-7821,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CILOWER,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-85.741758 32.8187)
8445,050320,HIGHLAND HOSPITAL,1411 EAST 31ST STREET,OAKLAND,CA,94602,ALAMEDA,(510) 437-4800,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-122.231199 37.799234)
8446,043300,ARKANSAS CHILDRENS HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,72202,PULASKI,(501) 364-1100,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Not Available,0,,07/01/2018,06/30/2019,POINT (-92.292006 34.742822)
8447,050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,SAN FRANCISCO,(415) 600-6000,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CIUPPER,No Different than National Benchmark,1.464,,07/01/2018,06/30/2019,POINT (-122.421544 37.786152)
8448,010049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,(334) 347-0584,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-85.855308 31.318191)
8449,010138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,SUMTER,(205) 392-5263,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-88.296081 32.491825)
8450,050516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,CA,95608,SACRAMENTO,(916) 537-5000,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CILOWER,No Different than National Benchmark,0.451,,07/01/2018,06/30/2019,POINT (-121.312964 38.668048)
8451,021310,MANIILAQ HEALTH CENTER,PO BOX 43,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,(907) 442-3321,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available,5,07/01/2018,06/30/2019,
8452,030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,(928) 336-7600,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CIUPPER,Better than the National Benchmark,0.836,,07/01/2018,06/30/2019,POINT (-114.633238 32.683899)
8453,050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,(619) 465-0711,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Better than the National Benchmark,116786,,07/01/2018,06/30/2019,POINT (-117.009178 32.779435)
8454,050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-122.434696 37.769114)
8455,020024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,KENAI PENINSULA,(907) 262-4404,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-151.077658 60.493865)
8456,050352,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,CA,96150,EL DORADO,(530) 541-3420,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,0.104,,07/01/2018,06/30/2019,POINT (-119.997711 38.912337)
8457,050397,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,CA,93210,FRESNO,(559) 935-6400,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-120.342089 36.151517)
8458,040047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,RANDOLPH,(870) 892-6000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-90.996334 36.289911)
8459,030069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,MOHAVE,(928) 855-8185,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,No Different than National Benchmark,0.000,,07/01/2018,06/30/2019,POINT (-114.338537 34.47998)
8460,020006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,MATANUSKA-SUSITNA,(907) 861-6000,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-149.258718 61.561217)
8461,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,LOS ANGELES,(310) 825-6301,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Better than the National Benchmark,22071,,07/01/2018,06/30/2019,POINT (-118.445411 34.063939)
8462,050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,(818) 364-1555,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Better than the National Benchmark,47288,,07/01/2018,06/30/2019,POINT (-118.445513 34.325912)
8463,030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,(520) 362-7003,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,Not Available,12,07/01/2018,06/30/2019,
8464,030038,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,(480) 882-4004,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,No Different than National Benchmark,6,,07/01/2018,06/30/2019,POINT (-111.922725 33.487639)
8465,021301,PROVIDENCE VALDEZ MEDICAL CENTER,PO BOX 550,VALDEZ,AK,99686,VALDEZ-CORDOVA,(907) 835-2249,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CILOWER,Not Available,Not Available,5,07/01/2018,06/30/2019,
8466,010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,(334) 361-4267,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,14429,,07/01/2018,06/30/2019,POINT (-86.450936 32.464423)
8467,050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 668-1000,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,No Different than National Benchmark,0,,07/01/2018,06/30/2019,POINT (-122.454495 37.77384)
8468,010138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,SUMTER,(205) 392-5263,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CIUPPER,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-88.296081 32.491825)
8469,050239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,LOS ANGELES,(818) 409-8202,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,No Different than National Benchmark,0,,07/01/2018,06/30/2019,POINT (-118.230354 34.149161)
8470,040067,MAGNOLIA HOSPITAL,101 HOSPITAL DRIVE,MAGNOLIA,AR,71754,COLUMBIA,(870) 235-3000,SSI - Colon Surgery,HAI_3_SIR,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-93.240071 33.275123)
8471,050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,SSI - Colon Surgery,HAI_3_SIR,No Different than National Benchmark,0.221,,07/01/2018,06/30/2019,POINT (-121.289251 37.970737)
8472,031301,BENSON HOSPITAL,450 SOUTH OCOTILLO AVENUE,BENSON,AZ,85602,COCHISE,(520) 586-2261,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-110.307123 31.964829)
8473,050058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,(818) 502-1900,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,2.393,,07/01/2018,06/30/2019,POINT (-118.257795 34.127789)
8474,050373,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,CA,90033,LOS ANGELES,(323) 226-2800,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CILOWER,Worse than the National Benchmark,1.119,,07/01/2018,06/30/2019,POINT (-118.210308 34.059872)
8475,040071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,JEFFERSON,(870) 541-7100,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,No Different than National Benchmark,8.881,,07/01/2018,06/30/2019,POINT (-92.018453 34.189066)
8476,010039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MADISON,(256) 265-1000,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CIUPPER,No Different than National Benchmark,1.282,,07/01/2018,06/30/2019,POINT (-86.581547 34.721226)
8477,050324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,92037,SAN DIEGO,(858) 626-4123,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Better than the National Benchmark,58.875,,07/01/2018,06/30/2019,POINT (-117.223022 32.8855)
8478,050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,BERKELEY,CA,94705,ALAMEDA,(510) 204-4444,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,82,,07/01/2018,06/30/2019,POINT (-122.257329 37.856488)
8479,010144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,(251) 344-9630,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,No Different than National Benchmark,3,,07/01/2018,06/30/2019,POINT (-88.131719 30.685946)
8480,050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,(213) 413-3000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CILOWER,Worse than the National Benchmark,1.285,,07/01/2018,06/30/2019,POINT (-118.291753 34.096116)
8481,030083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,(602) 923-5000,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-111.997692 33.640603)
8482,050573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,(760) 340-3911,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,3,,07/01/2018,06/30/2019,POINT (-116.408085 33.764852)
8483,050043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,(510) 655-4000,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-122.26328 37.820784)
8484,050248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,MONTEREY,(831) 755-4195,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,No Different than National Benchmark,2446,,07/01/2018,06/30/2019,POINT (-121.63124 36.695472)
8485,010099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36426,ESCAMBIA,(251) 867-8061,Clostridium Difficile (C.Diff),HAI_6_SIR,No Different than National Benchmark,0.496,,07/01/2018,06/30/2019,POINT (-87.072378 31.127105)
8486,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,(650) 723-5708,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CILOWER,Better than the National Benchmark,0.110,,07/01/2018,06/30/2019,POINT (-122.176664 37.433138)
8487,050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,BERKELEY,CA,94705,ALAMEDA,(510) 204-4444,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0,,07/01/2018,06/30/2019,POINT (-122.257329 37.856488)
8488,041322,FULTON COUNTY HOSPITAL,679 NORTH MAIN STREET,SALEM,AR,72576,FULTON,(870) 895-2691,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-91.811203 36.383359)
8489,050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,(909) 865-9500,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,No Different than National Benchmark,158,,07/01/2018,06/30/2019,POINT (-117.752329 34.077639)
8490,041320,LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,AR,71822,LITTLE RIVER,(870) 898-5011,SSI - Colon Surgery,HAI_3_SIR,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-94.135025 33.669572)
8491,010001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,(334) 793-8701,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CIUPPER,No Different than National Benchmark,1.325,,07/01/2018,06/30/2019,POINT (-85.361725 31.214058)
8492,021313,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,HOMER,AK,99603,KENAI PENINSULA,(907) 235-8101,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-151.550296 59.652133)
8493,041300,NORTH LOGAN MERCY HOSPITAL,500 EAST ACADEMY,PARIS,AR,72855,LOGAN,(479) 963-6101,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-93.725419 35.289988)
8494,050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,MRSA Bacteremia,HAI_5_SIR,No Different than National Benchmark,2.372,,07/01/2018,06/30/2019,POINT (-121.285787 38.121634)
8495,030117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,MOHAVE,(928) 788-2273,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-114.597954 35.002363)
8496,030064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1625 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,PIMA,(520) 874-4189,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CIUPPER,Better than the National Benchmark,0.594,,07/01/2018,06/30/2019,POINT (-110.944092 32.242362)
8497,050636,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,CA,92064,SAN DIEGO,(858) 485-6511,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.785,,07/01/2018,06/30/2019,POINT (-117.057852 32.996802)
8498,050292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,(951) 486-4000,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,2.780,,07/01/2018,06/30/2019,POINT (-117.195824 33.910054)
8499,040072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ST,STUTTGART,AR,72160,ARKANSAS,(870) 673-3511,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CIUPPER,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-91.557572 34.517773)
8500,050547,SONOMA DEVELOPMENTAL CENTER,15000 ARNOLD DRIVE   /  P O BOX 1493,ELDRIDGE,CA,95431,SONOMA,(707) 938-6000,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,Not Available,19,07/01/2018,06/30/2019,POINT (-122.51691 38.349027)
8501,050056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,(661) 949-5000,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Better than the National Benchmark,52.711,,07/01/2018,06/30/2019,POINT (-118.158476 34.689371)
8502,040055,BAPTIST HEALTH - FORT SMITH,1001 TOWSON AVENUE,FORT SMITH,AR,72901,SEBASTIAN,(479) 441-4000,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CIUPPER,No Different than National Benchmark,3.698,,07/01/2018,06/30/2019,POINT (-94.421311 35.374527)
8503,050510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,(415) 444-2000,MRSA Bacteremia,HAI_5_SIR,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-122.553881 38.004335)
8504,050099,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,SAN BERNARDINO,(714) 985-2811,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CILOWER,No Different than National Benchmark,0.193,,07/01/2018,06/30/2019,POINT (-117.636862 34.101079)
8505,031305,HOPI HEALTH CARE CENTER,"HIGHWAY 264, MILEPOST 388",POLACCA,AZ,86042,NAVAJO,(928) 737-6000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available,5,07/01/2018,06/30/2019,
8506,050054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,(951) 845-1121,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,No Different than National Benchmark,2,,07/01/2018,06/30/2019,
8507,041318,MERCY HOSPITAL BOONEVILLE,880 WEST MAIN,BOONEVILLE,AR,72927,LOGAN,(479) 675-2800,SSI - Colon Surgery,HAI_3_SIR,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-93.934703 35.140979)
8508,030117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,MOHAVE,(928) 788-2273,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Not Available,0,,07/01/2018,06/30/2019,POINT (-114.597954 35.002363)
8509,041309,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN STREET,WALNUT RIDGE,AR,72476,LAWRENCE,(870) 886-1200,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-90.966982 36.074701)
8510,043300,ARKANSAS CHILDRENS HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,72202,PULASKI,(501) 364-1100,MRSA Bacteremia,HAI_5_SIR,No Different than National Benchmark,1.468,,07/01/2018,06/30/2019,POINT (-92.292006 34.742822)
8511,010104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,JEFFERSON,(205) 971-1000,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Better than the National Benchmark,18.473,,07/01/2018,06/30/2019,POINT (-86.720483 33.434363)
8512,010007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,(334) 493-3541,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-86.255415 31.291972)
