State,City,Facility ID,Facility Name,Address,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date,Location
TX,ELDORADO,451304,SCHLEICHER COUNTY MEDICAL CENTER,102 NORTH US HIGHWAY 277,76936,SCHLEICHER,(325) 853-2507,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-100.590393 30.869869)
WV,BERKELEY SPRINGS,511309,WAR MEMORIAL HOSPITAL INC,1 HEALTHY WAY,25411,MORGAN,(304) 258-1234,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-78.19987 39.640923)
UT,LAYTON,460061,LAYTON HOSPITAL,201 WEST LAYTON PARKWAY,84041,DAVIS,(801) 543-6703,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-111.96761 41.054447)
WA,ELLENSBURG,501333,KITTITAS VALLEY COMMUNITY HOSPITAL,603 SOUTH CHESTNUT,98926,KITTITAS,(509) 962-9841,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.773,3,07/01/2018,06/30/2019,POINT (-120.536761 46.987688)
WV,RIPLEY,511320,JACKSON GENERAL HOSPITAL,122 PINNELL ST,25271,JACKSON,(304) 372-2731,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-81.728325 38.823541)
WV,SISTERSVILLE,511304,SISTERSVILLE GENERAL HOSPITAL,314 SOUTH WELLS STREET,26175,TYLER,(304) 652-2611,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-81.004067 39.558339)
WI,EAU CLAIRE,520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,54701,EAU CLAIRE,(715) 858-8100,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,895.0,3,07/01/2018,06/30/2019,POINT (-91.519083 44.793318)
WV,BERKELEY SPRINGS,511309,WAR MEMORIAL HOSPITAL INC,1 HEALTHY WAY,25411,MORGAN,(304) 258-1234,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.576,3,07/01/2018,06/30/2019,POINT (-78.19987 39.640923)
WA,ELLENSBURG,501333,KITTITAS VALLEY COMMUNITY HOSPITAL,603 SOUTH CHESTNUT,98926,KITTITAS,(509) 962-9841,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-120.536761 46.987688)
WA,CHELAN,501334,LAKE CHELAN COMMUNITY HOSPITAL,503 EAST HIGHLAND,98816,CHELAN,(509) 682-3300,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-120.010511 47.845139)
TX,NAVASOTA,451322,GRIMES ST JOSEPH HEALTH CENTER,210 JUDSON ST,77868,GRIMES,(936) 825-6585,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,1305.0,3,07/01/2018,06/30/2019,POINT (-96.077168 30.392895)
WV,ROMNEY,511311,HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,26757,HAMPSHIRE,(304) 822-4561,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-78.699913 39.332057)
UT,LAYTON,460061,LAYTON HOSPITAL,201 WEST LAYTON PARKWAY,84041,DAVIS,(801) 543-6703,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,114.0,3,07/01/2018,06/30/2019,POINT (-111.96761 41.054447)
WV,BERKELEY SPRINGS,511309,WAR MEMORIAL HOSPITAL INC,1 HEALTHY WAY,25411,MORGAN,(304) 258-1234,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,284.0,3,07/01/2018,06/30/2019,POINT (-78.19987 39.640923)
VT,NEWPORT,471304,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,189 PROUTY DRIVE,5855,ORLEANS,(802) 334-7331,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,0.221,3,07/01/2018,06/30/2019,POINT (-72.200339 44.954614)
WI,EAU CLAIRE,520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,54701,EAU CLAIRE,(715) 858-8100,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,5.0,3,07/01/2018,06/30/2019,POINT (-91.519083 44.793318)
TX,CRANE,451353,CRANE COUNTY HOSPITAL DISTRICT,1310 S ALFORD ST,79731,CRANE,(432) 558-3555,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.002,3,07/01/2018,06/30/2019,POINT (-102.349373 31.390565)
WV,ROMNEY,511311,HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,26757,HAMPSHIRE,(304) 822-4561,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.04,3,07/01/2018,06/30/2019,POINT (-78.699913 39.332057)
TX,COLEMAN,451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,310 SOUTH PECOS STREET,76834,COLEMAN,(325) 625-2135,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,400.0,3,07/01/2018,06/30/2019,POINT (-99.425238 31.828626)
TX,HALLETTSVILLE,451376,LAVACA MEDICAL CENTER,1400 NORTH TEXANA STREET,77964,LAVACA,(361) 798-3671,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,51.0,3,07/01/2018,06/30/2019,POINT (-96.939877 29.457145)
WA,SEATTLE,500052,KAISER PERMANENTE CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,98112,KING,(206) 326-3000,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,0.006,3,07/01/2018,06/30/2019,POINT (-122.311413 47.619731)
WA,DAYTON,501302,DAYTON GENERAL HOSPITAL,1012 SOUTH 3RD STREET,99328,COLUMBIA,(509) 382-2531,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-117.968872 46.312564)
WA,DAYTON,501302,DAYTON GENERAL HOSPITAL,1012 SOUTH 3RD STREET,99328,COLUMBIA,(509) 382-2531,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,1130.0,3,07/01/2018,06/30/2019,POINT (-117.968872 46.312564)
TX,COLEMAN,451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,310 SOUTH PECOS STREET,76834,COLEMAN,(325) 625-2135,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.272,3,07/01/2018,06/30/2019,POINT (-99.425238 31.828626)
WA,SNOQUALMIE,501338,SNOQUALMIE VALLEY HOSPITAL,9801 FRONTIER AVE SE,98065,KING,(425) 831-2300,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,6203.0,3,07/01/2018,06/30/2019,POINT (-121.885917 47.512309)
TX,PEARSALL,451391,FRIO REGIONAL HOSPITAL,200 S IH 35,78061,FRIO,(830) 334-3617,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,464.0,3,07/01/2018,06/30/2019,POINT (-99.116013 28.897048)
WA,SEATTLE,500052,KAISER PERMANENTE CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,98112,KING,(206) 326-3000,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-122.311413 47.619731)
WI,EAU CLAIRE,520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,54701,EAU CLAIRE,(715) 858-8100,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.558,3,07/01/2018,06/30/2019,POINT (-91.519083 44.793318)
UT,LAYTON,460061,LAYTON HOSPITAL,201 WEST LAYTON PARKWAY,84041,DAVIS,(801) 543-6703,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,2.0,3,07/01/2018,06/30/2019,POINT (-111.96761 41.054447)
TX,OLNEY,451354,HAMILTON HOSPITAL,901 WEST HAMILTON,76374,YOUNG,(940) 564-5521,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-98.76463 33.369669)
WI,EAU CLAIRE,520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,54701,EAU CLAIRE,(715) 858-8100,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,15.0,3,07/01/2018,06/30/2019,POINT (-91.519083 44.793318)
WA,SEATTLE,500052,KAISER PERMANENTE CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,98112,KING,(206) 326-3000,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-122.311413 47.619731)
UT,LAYTON,460061,LAYTON HOSPITAL,201 WEST LAYTON PARKWAY,84041,DAVIS,(801) 543-6703,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-111.96761 41.054447)
WI,NEILLSVILLE,521323,MARSHFIELD MEDICAL CENTER - NEILLSVILLE,216 SUNSET PLACE,54456,CLARK,(715) 743-3101,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-90.606909 44.557046)
WA,DAYTON,501302,DAYTON GENERAL HOSPITAL,1012 SOUTH 3RD STREET,99328,COLUMBIA,(509) 382-2531,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.024,3,07/01/2018,06/30/2019,POINT (-117.968872 46.312564)
TX,PEARSALL,451391,FRIO REGIONAL HOSPITAL,200 S IH 35,78061,FRIO,(830) 334-3617,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-99.116013 28.897048)
WA,COVINGTON,500154,MULTICARE COVINGTON MEDICAL CENTER,17700 SE 272ND ST,98042,KING,(253) 372-7400,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-122.104227 47.358063)
WI,EAU CLAIRE,520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,54701,EAU CLAIRE,(715) 858-8100,Clostridium Difficile (C.Diff),HAI_6_SIR,No Different than National Benchmark,2.151,3,07/01/2018,06/30/2019,POINT (-91.519083 44.793318)
UT,LAYTON,460061,LAYTON HOSPITAL,201 WEST LAYTON PARKWAY,84041,DAVIS,(801) 543-6703,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-111.96761 41.054447)
WV,RIPLEY,511320,JACKSON GENERAL HOSPITAL,122 PINNELL ST,25271,JACKSON,(304) 372-2731,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,3.0,3,07/01/2018,06/30/2019,POINT (-81.728325 38.823541)
TX,COLEMAN,451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,310 SOUTH PECOS STREET,76834,COLEMAN,(325) 625-2135,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-99.425238 31.828626)
TX,LOCKNEY,451337,W J MANGOLD MEMORIAL HOSPITAL,320 NORTH MAIN,79241,FLOYD,(806) 652-3373,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.064,3,07/01/2018,06/30/2019,POINT (-101.441788 34.126621)
UT,LAYTON,460061,LAYTON HOSPITAL,201 WEST LAYTON PARKWAY,84041,DAVIS,(801) 543-6703,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,No Different than National Benchmark,2394.0,3,07/01/2018,06/30/2019,POINT (-111.96761 41.054447)
WV,SISTERSVILLE,511304,SISTERSVILLE GENERAL HOSPITAL,314 SOUTH WELLS STREET,26175,TYLER,(304) 652-2611,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,266.0,3,07/01/2018,06/30/2019,POINT (-81.004067 39.558339)
WV,BERKELEY SPRINGS,511309,WAR MEMORIAL HOSPITAL INC,1 HEALTHY WAY,25411,MORGAN,(304) 258-1234,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.054,3,07/01/2018,06/30/2019,POINT (-78.19987 39.640923)
UT,PANGUITCH,461333,GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,84759,GARFIELD,(435) 676-8811,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.032,3,07/01/2018,06/30/2019,POINT (-112.435476 37.828772)
WV,ROMNEY,511311,HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,26757,HAMPSHIRE,(304) 822-4561,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,169.0,3,07/01/2018,06/30/2019,POINT (-78.699913 39.332057)
WA,CHELAN,501334,LAKE CHELAN COMMUNITY HOSPITAL,503 EAST HIGHLAND,98816,CHELAN,(509) 682-3300,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,16.0,3,07/01/2018,06/30/2019,POINT (-120.010511 47.845139)
TX,COLEMAN,451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,310 SOUTH PECOS STREET,76834,COLEMAN,(325) 625-2135,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,11.0,3,07/01/2018,06/30/2019,POINT (-99.425238 31.828626)
WA,DAYTON,501302,DAYTON GENERAL HOSPITAL,1012 SOUTH 3RD STREET,99328,COLUMBIA,(509) 382-2531,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.134,3,07/01/2018,06/30/2019,POINT (-117.968872 46.312564)
WA,DAYTON,501302,DAYTON GENERAL HOSPITAL,1012 SOUTH 3RD STREET,99328,COLUMBIA,(509) 382-2531,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-117.968872 46.312564)
UT,LAYTON,460061,LAYTON HOSPITAL,201 WEST LAYTON PARKWAY,84041,DAVIS,(801) 543-6703,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.199,3,07/01/2018,06/30/2019,POINT (-111.96761 41.054447)
TX,LAMPASAS,451323,ROLLINS BROOK COMMUNITY HOSPITAL,608 NORTH KEY AVENUE,76550,LAMPASAS,(512) 556-3682,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-98.185644 31.07233)
WA,COVINGTON,500154,MULTICARE COVINGTON MEDICAL CENTER,17700 SE 272ND ST,98042,KING,(253) 372-7400,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,3193.0,3,07/01/2018,06/30/2019,POINT (-122.104227 47.358063)
WI,EAU CLAIRE,520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,54701,EAU CLAIRE,(715) 858-8100,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-91.519083 44.793318)
WV,ROMNEY,511311,HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,26757,HAMPSHIRE,(304) 822-4561,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-78.699913 39.332057)
UT,PANGUITCH,461333,GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,84759,GARFIELD,(435) 676-8811,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,49.0,3,07/01/2018,06/30/2019,POINT (-112.435476 37.828772)
WA,SEATTLE,500052,KAISER PERMANENTE CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,98112,KING,(206) 326-3000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.03,3,07/01/2018,06/30/2019,POINT (-122.311413 47.619731)
WV,SISTERSVILLE,511304,SISTERSVILLE GENERAL HOSPITAL,314 SOUTH WELLS STREET,26175,TYLER,(304) 652-2611,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-81.004067 39.558339)
WA,SEATTLE,500052,KAISER PERMANENTE CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,98112,KING,(206) 326-3000,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,771.0,3,07/01/2018,06/30/2019,POINT (-122.311413 47.619731)
WA,OTHELLO,501318,OTHELLO COMMUNITY HOSPITAL,315 NORTH 14TH AVENUE,99344,ADAMS,(509) 488-2636,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-119.154363 46.830363)
UT,LAYTON,460061,LAYTON HOSPITAL,201 WEST LAYTON PARKWAY,84041,DAVIS,(801) 543-6703,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,1.096,3,07/01/2018,06/30/2019,POINT (-111.96761 41.054447)
WA,DAYTON,501302,DAYTON GENERAL HOSPITAL,1012 SOUTH 3RD STREET,99328,COLUMBIA,(509) 382-2531,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,205.0,3,07/01/2018,06/30/2019,POINT (-117.968872 46.312564)
WA,SNOQUALMIE,501338,SNOQUALMIE VALLEY HOSPITAL,9801 FRONTIER AVE SE,98065,KING,(425) 831-2300,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.129,3,07/01/2018,06/30/2019,POINT (-121.885917 47.512309)
VT,NEWPORT,471304,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,189 PROUTY DRIVE,5855,ORLEANS,(802) 334-7331,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-72.200339 44.954614)
TX,LOCKNEY,451337,W J MANGOLD MEMORIAL HOSPITAL,320 NORTH MAIN,79241,FLOYD,(806) 652-3373,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,98.0,3,07/01/2018,06/30/2019,POINT (-101.441788 34.126621)
WV,BERKELEY SPRINGS,511309,WAR MEMORIAL HOSPITAL INC,1 HEALTHY WAY,25411,MORGAN,(304) 258-1234,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-78.19987 39.640923)
WA,DAYTON,501302,DAYTON GENERAL HOSPITAL,1012 SOUTH 3RD STREET,99328,COLUMBIA,(509) 382-2531,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.101,3,07/01/2018,06/30/2019,POINT (-117.968872 46.312564)
WA,CHELAN,501334,LAKE CHELAN COMMUNITY HOSPITAL,503 EAST HIGHLAND,98816,CHELAN,(509) 682-3300,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-120.010511 47.845139)
WI,EAU CLAIRE,520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,54701,EAU CLAIRE,(715) 858-8100,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-91.519083 44.793318)
WI,EAU CLAIRE,520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,54701,EAU CLAIRE,(715) 858-8100,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.552,3,07/01/2018,06/30/2019,POINT (-91.519083 44.793318)
WV,ROMNEY,511311,HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,26757,HAMPSHIRE,(304) 822-4561,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.133,3,07/01/2018,06/30/2019,POINT (-78.699913 39.332057)
WA,SEATTLE,500052,KAISER PERMANENTE CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,98112,KING,(206) 326-3000,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-122.311413 47.619731)
WA,SEATTLE,500052,KAISER PERMANENTE CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,98112,KING,(206) 326-3000,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.13,3,07/01/2018,06/30/2019,POINT (-122.311413 47.619731)
TX,CRANE,451353,CRANE COUNTY HOSPITAL DISTRICT,1310 S ALFORD ST,79731,CRANE,(432) 558-3555,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,90.0,3,07/01/2018,06/30/2019,POINT (-102.349373 31.390565)
WV,BERKELEY SPRINGS,511309,WAR MEMORIAL HOSPITAL INC,1 HEALTHY WAY,25411,MORGAN,(304) 258-1234,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,82.0,3,07/01/2018,06/30/2019,POINT (-78.19987 39.640923)
TX,PEARSALL,451391,FRIO REGIONAL HOSPITAL,200 S IH 35,78061,FRIO,(830) 334-3617,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,44.0,3,07/01/2018,06/30/2019,POINT (-99.116013 28.897048)
WI,EAU CLAIRE,520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,54701,EAU CLAIRE,(715) 858-8100,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-91.519083 44.793318)
WA,COVINGTON,500154,MULTICARE COVINGTON MEDICAL CENTER,17700 SE 272ND ST,98042,KING,(253) 372-7400,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.861,3,07/01/2018,06/30/2019,POINT (-122.104227 47.358063)
WI,EAU CLAIRE,520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,54701,EAU CLAIRE,(715) 858-8100,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-91.519083 44.793318)
TX,NAVASOTA,451322,GRIMES ST JOSEPH HEALTH CENTER,210 JUDSON ST,77868,GRIMES,(936) 825-6585,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.288,3,07/01/2018,06/30/2019,POINT (-96.077168 30.392895)
UT,MILFORD,461305,MILFORD VALLEY MEMORIAL HOSPITAL,850 NORTH MAIN STREET,84751,BEAVER,(435) 387-2411,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.006,3,07/01/2018,06/30/2019,POINT (-113.009543 38.407308)
WI,EAU CLAIRE,520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,54701,EAU CLAIRE,(715) 858-8100,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-91.519083 44.793318)
TX,PEARSALL,451391,FRIO REGIONAL HOSPITAL,200 S IH 35,78061,FRIO,(830) 334-3617,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.022,3,07/01/2018,06/30/2019,POINT (-99.116013 28.897048)
TX,OLNEY,451354,HAMILTON HOSPITAL,901 WEST HAMILTON,76374,YOUNG,(940) 564-5521,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,2187.0,3,07/01/2018,06/30/2019,POINT (-98.76463 33.369669)
WA,SEATTLE,500052,KAISER PERMANENTE CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,98112,KING,(206) 326-3000,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-122.311413 47.619731)
TX,PEARSALL,451391,FRIO REGIONAL HOSPITAL,200 S IH 35,78061,FRIO,(830) 334-3617,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.009,3,07/01/2018,06/30/2019,POINT (-99.116013 28.897048)
UT,PANGUITCH,461333,GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,84759,GARFIELD,(435) 676-8811,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-112.435476 37.828772)
WA,COVINGTON,500154,MULTICARE COVINGTON MEDICAL CENTER,17700 SE 272ND ST,98042,KING,(253) 372-7400,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.067,3,07/01/2018,06/30/2019,POINT (-122.104227 47.358063)
TX,IRAAN,451307,IRAAN GENERAL HOSPITAL,600 HIGHWAY 349 NORTH,79744,PECOS,(432) 639-2575,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.003,3,07/01/2018,06/30/2019,POINT (-101.906673 30.914189)
TX,NAVASOTA,451322,GRIMES ST JOSEPH HEALTH CENTER,210 JUDSON ST,77868,GRIMES,(936) 825-6585,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-96.077168 30.392895)
TX,COLEMAN,451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,310 SOUTH PECOS STREET,76834,COLEMAN,(325) 625-2135,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.003,3,07/01/2018,06/30/2019,POINT (-99.425238 31.828626)
TX,HALLETTSVILLE,451376,LAVACA MEDICAL CENTER,1400 NORTH TEXANA STREET,77964,LAVACA,(361) 798-3671,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.125,3,07/01/2018,06/30/2019,POINT (-96.939877 29.457145)
